ゲーテ／高橋義孝訳;1727;1348;116170;69028;3503;596;194.92;33.02;4.24;250309;5739.70;8003.54;11274.52;71.77;71.81;71.96;71.95
ケイン／田中小実昌訳;961;689;86666;48738;4043;1321;65.61;21.38;2.85;195297;3591.91;4965.44;7637.70;84.88;78.65;82.50;81.88
ケッセル／堀口大學訳;1694;1320;128853;75908;4298;1428;90.23;29.79;4.66;283888;4484.10;6265.85;9005.82;73.96;75.14;75.34;74.89
ゴーゴリ／原久一郎訳;2009;1621;136677;80301;4054;877;155.85;33.50;5.01;296424;8745.40;11613.15;15976.20;72.99;74.53;74.91;73.91
ゴーゴリ／工藤精一郎訳;1939;1595;274574;154430;6804;1562;175.78;40.17;9.62;595720;6947.35;9572.78;13449.71;78.05;76.49;78.12;77.39
コクトー／佐藤朔訳;1640;1248;70661;41860;2462;726;97.33;28.62;2.56;154064;6091.15;7977.99;11037.82;69.99;71.12;70.91;70.37
コニイ;1535;1272;171590;101181;6365;1551;110.63;26.83;6.10;372640;4712.56;6173.24;8775.30;76.81;78.24;78.26;78.39
コレット／石川登志夫訳;1757;1400;115396;68432;3441;1083;106.55;33.34;4.18;253269;6330.40;8323.27;11703.73;71.42;73.12;72.98;71.92
コンラッド／井内雄四郎訳;1970;1669;214446;125828;7047;2268;94.55;30.33;7.92;463399;5836.90;7561.36;10398.15;71.01;71.08;71.73;71.71
コンラッド／岩清水由美子訳;1701;1378;96910;60601;3555;256;378.55;26.35;3.60;208330;4871.90;6668.93;9203.95;70.09;70.17;70.25;70.00
コンラッド／田中西二郎訳;1894;1474;114530;68305;3633;955;119.93;31.39;4.22;249419;8112.27;10709.52;14370.18;72.28;73.75;73.26;72.74
コンラッド／蕗沢忠枝訳;2271;1935;334750;202752;11300;3963;84.47;29.37;12.51;736034;6729.99;8825.89;12069.38;70.09;71.22;71.30;70.03
サガン／朝吹登水子訳;1368;1038;75078;47044;3147;727;103.27;23.76;2.77;165496;3302.84;4639.05;6657.05;71.88;73.36;72.58;72.21
サキ;2105;1827;393122;221756;11838;3868;101.63;32.96;13.72;840827;7580.10;9938.28;13985.85;71.60;73.13;73.04;72.31
サタミシュウ;1349;1115;150816;92961;5584;2919;51.67;26.91;5.57;325714;3871.50;5646.20;8499.72;72.24;73.80;73.28;72.76
サド／大場正史訳;1632;1314;144745;83128;4106;1402;103.24;34.97;5.23;311261;7486.24;9562.83;13453.78;71.57;71.02;70.90;70.80
サド／澁澤龍彦訳;2671;2256;588601;348321;13118;3078;191.23;44.70;21.88;1261796;7154.50;9698.32;13902.50;71.83;72.93;73.67;72.21
サリンジャー;826;485;13954;8106;406;50;279.08;34.23;0.50;29885;5567.80;7264.80;10245.40;69.17;71.19;71.00;70.17
サリンジャー／鈴木武樹訳;1706;1332;155856;88889;4717;716;217.68;32.86;5.40;347552;5162.50;7145.12;10138.75;77.79;79.21;79.16;77.54
サンド／宮崎嶺雄訳;1680;1289;110379;64892;2751;791;139.54;39.97;4.00;240373;5354.55;7514.33;11077.55;75.22;78.31;77.56;75.84
サンド／篠沢秀夫訳;1287;1051;155704;89518;4255;1085;143.51;36.47;5.37;336123;3524.50;5004.75;7662.50;78.57;78.49;79.36;78.46
ジェイムズ・ティプトリー・ジュニア;1673;1407;203289;110125;8703;2016;100.84;23.12;7.03;447432;7115.80;9831.93;12973.95;72.41;71.88;71.69;71.86
ジッド／山内義雄訳;1552;1183;129582;75128;3894;1084;119.54;32.99;4.58;282011;3742.00;5409.88;8012.25;77.16;76.33;77.04;76.91
ジッド／石川淳訳;1885;1442;99706;60522;3834;614;162.39;25.87;3.68;217139;5500.40;7804.78;11594.35;77.38;78.28;78.20;78.04
ジョイス／飯島淳秀訳;2529;2144;405968;240796;13546;4156;97.68;29.65;14.68;878342;7811.43;10435.68;14446.72;71.48;72.22;72.62;72.58
シェイクスピア／三神勲訳;1989;1653;277500;147579;12864;7355;37.73;21.05;9.49;609272;7098.23;9536.31;13354.31;73.57;72.90;73.42;75.17
シェイクスピア／大山俊一訳;2488;2136;542692;300217;26117;17402;31.19;20.28;19.08;1189962;7396.99;9853.74;13854.68;71.77;71.37;71.64;73.50
シェイクスピア／大山敏子訳;1978;1680;482181;264175;19658;10913;44.18;24.03;16.44;1056667;4970.70;6732.36;9841.31;75.60;75.30;76.04;77.18
シェイクスピア／松岡和子訳;1668;1259;81668;42859;3255;2168;37.67;23.02;2.67;176679;7432.90;10458.42;14945.95;67.67;68.47;68.33;69.94
シェイクスピア／福田恆存訳;2728;2315;477658;288583;12545;5887;81.14;37.41;17.46;1039323;8021.58;10550.90;14536.00;67.90;67.65;68.92;67.77
シマック;754;493;17256;10142;878;313;55.13;19.59;0.62;38084;3800.73;5012.93;7059.98;73.05;72.81;72.75;74.13
シムノン／宗左近訳;1454;1120;98700;57206;4197;1876;52.61;23.45;3.45;219365;4454.60;6092.75;8493.00;73.80;73.89;73.80;74.04
シムノン／榊原晃三訳;1319;1025;99816;58906;4363;2439;40.92;22.83;3.53;220282;3625.40;4836.80;7264.63;74.88;74.33;74.34;75.16
シムノン／水谷準訳;1774;1371;86926;51753;3209;1580;55.02;27.03;3.17;188986;6884.15;9167.20;12988.80;70.06;70.78;70.62;70.56
シムノン／矢野浩三郎訳;1884;1528;204710;121256;9193;5093;40.19;22.21;7.21;452732;4685.30;6542.73;9523.30;75.14;74.45;74.55;75.47
シムノン／稲葉明雄訳;1817;1363;104140;60028;4473;2171;47.97;23.15;3.63;228109;7017.20;9189.60;12521.40;72.75;70.65;71.32;72.70
シムノン／長島良三訳;2278;2030;1090548;639013;47857;22799;47.83;22.69;38.49;2406466;4308.18;5836.42;8348.35;72.79;72.53;72.53;73.39
